ID,Nome,Preço,Quantidade em Estoque
84594,Produto 84594,267.49,31
84595,Produto 84595,506.93,56
84596,Produto 84596,422.64,3
84597,Produto 84597,854.22,96
84598,Produto 84598,939.88,87
84599,Produto 84599,95.74,7
84600,Produto 84600,26.97,53
84601,Produto 84601,390.57,10
84602,Produto 84602,45.79,28
84603,Produto 84603,342.27,28
84604,Produto 84604,116.01,25
84605,Produto 84605,191.96,99
84606,Produto 84606,109.27,31
84607,Produto 84607,11.25,16
84608,Produto 84608,543.98,29
84609,Produto 84609,272.56,94
84610,Produto 84610,197.21,30
84611,Produto 84611,852.73,29
84612,Produto 84612,423.01,87
84613,Produto 84613,357.37,94
84614,Produto 84614,843.27,86
84615,Produto 84615,782.51,28
84616,Produto 84616,34.35,92
84617,Produto 84617,53.08,73
84618,Produto 84618,576.72,58
84619,Produto 84619,215.89,41
84620,Produto 84620,332.68,68
84621,Produto 84621,609.96,50
84622,Produto 84622,546.79,37
84623,Produto 84623,936.49,49
84624,Produto 84624,981.68,38
84625,Produto 84625,410.25,28
84626,Produto 84626,394.0,99
84627,Produto 84627,495.54,73
84628,Produto 84628,957.42,59
84629,Produto 84629,508.49,63
84630,Produto 84630,775.38,69
84631,Produto 84631,413.85,67
84632,Produto 84632,531.33,98
84633,Produto 84633,221.03,31
84634,Produto 84634,800.94,43
84635,Produto 84635,562.65,20
84636,Produto 84636,254.2,50
84637,Produto 84637,370.97,3
84638,Produto 84638,877.19,97
84639,Produto 84639,705.94,39
84640,Produto 84640,539.67,11
84641,Produto 84641,82.49,9
84642,Produto 84642,4.4,29
84643,Produto 84643,35.81,88
84644,Produto 84644,297.0,4
84645,Produto 84645,618.77,23
84646,Produto 84646,711.65,16
84647,Produto 84647,831.51,37
84648,Produto 84648,975.74,97
84649,Produto 84649,531.66,66
84650,Produto 84650,813.97,44
84651,Produto 84651,44.92,41
84652,Produto 84652,774.59,41
84653,Produto 84653,616.79,40
84654,Produto 84654,673.11,87
84655,Produto 84655,188.84,75
84656,Produto 84656,560.32,28
84657,Produto 84657,158.5,35
84658,Produto 84658,163.24,88
84659,Produto 84659,201.04,18
84660,Produto 84660,315.45,8
84661,Produto 84661,374.07,50
84662,Produto 84662,653.69,33
84663,Produto 84663,587.85,84
84664,Produto 84664,985.68,10
84665,Produto 84665,259.27,77
84666,Produto 84666,440.84,85
84667,Produto 84667,247.28,32
84668,Produto 84668,315.71,15
84669,Produto 84669,904.98,44
84670,Produto 84670,28.7,77
84671,Produto 84671,55.37,12
84672,Produto 84672,346.86,96
84673,Produto 84673,806.02,75
84674,Produto 84674,430.38,68
84675,Produto 84675,994.52,13
84676,Produto 84676,540.58,24
84677,Produto 84677,74.77,33
84678,Produto 84678,738.89,49
84679,Produto 84679,498.63,36
84680,Produto 84680,628.09,1
84681,Produto 84681,191.27,37
84682,Produto 84682,61.85,47
84683,Produto 84683,197.51,73
84684,Produto 84684,578.0,82
84685,Produto 84685,911.0,5
84686,Produto 84686,352.4,96
84687,Produto 84687,126.75,86
84688,Produto 84688,202.37,51
84689,Produto 84689,967.54,71
84690,Produto 84690,219.23,71
84691,Produto 84691,26.1,36
84692,Produto 84692,883.32,19
84693,Produto 84693,134.28,44
84694,Produto 84694,207.96,76
84695,Produto 84695,695.55,69
84696,Produto 84696,789.52,47
84697,Produto 84697,565.67,32
84698,Produto 84698,682.18,20
84699,Produto 84699,59.01,9
84700,Produto 84700,972.91,14
84701,Produto 84701,532.49,68
84702,Produto 84702,101.68,49
84703,Produto 84703,558.24,80
84704,Produto 84704,443.57,58
84705,Produto 84705,542.86,99
84706,Produto 84706,992.94,10
84707,Produto 84707,986.31,26
84708,Produto 84708,155.91,37
84709,Produto 84709,123.83,29
84710,Produto 84710,199.88,39
84711,Produto 84711,658.93,59
84712,Produto 84712,510.67,11
84713,Produto 84713,626.1,80
84714,Produto 84714,445.36,23
84715,Produto 84715,241.78,17
84716,Produto 84716,610.92,53
84717,Produto 84717,563.22,3
84718,Produto 84718,790.56,39
84719,Produto 84719,331.08,9
84720,Produto 84720,793.02,12
84721,Produto 84721,404.86,91
84722,Produto 84722,674.77,47
84723,Produto 84723,29.75,25
84724,Produto 84724,500.23,59
84725,Produto 84725,640.71,13
84726,Produto 84726,243.17,76
84727,Produto 84727,651.04,51
84728,Produto 84728,30.81,41
84729,Produto 84729,581.63,100
84730,Produto 84730,835.66,88
84731,Produto 84731,351.57,63
84732,Produto 84732,639.19,37
84733,Produto 84733,235.84,52
84734,Produto 84734,84.87,81
84735,Produto 84735,315.47,30
84736,Produto 84736,874.71,53
84737,Produto 84737,882.27,36
84738,Produto 84738,143.07,71
84739,Produto 84739,404.48,34
84740,Produto 84740,118.2,77
84741,Produto 84741,421.07,66
84742,Produto 84742,152.37,11
84743,Produto 84743,401.95,75
84744,Produto 84744,189.12,50
84745,Produto 84745,961.38,59
84746,Produto 84746,30.22,97
84747,Produto 84747,443.59,64
84748,Produto 84748,864.95,39
84749,Produto 84749,232.29,2
84750,Produto 84750,504.38,49
84751,Produto 84751,958.54,19
84752,Produto 84752,629.38,41
84753,Produto 84753,236.06,86
84754,Produto 84754,493.2,2
84755,Produto 84755,791.05,34
84756,Produto 84756,75.68,38
84757,Produto 84757,542.03,34
84758,Produto 84758,619.45,14
84759,Produto 84759,307.19,86
84760,Produto 84760,368.45,17
84761,Produto 84761,130.19,27
84762,Produto 84762,812.73,84
84763,Produto 84763,203.16,18
84764,Produto 84764,113.07,19
84765,Produto 84765,404.74,94
84766,Produto 84766,182.17,93
84767,Produto 84767,402.4,84
84768,Produto 84768,26.82,45
84769,Produto 84769,175.74,30
84770,Produto 84770,123.02,72
84771,Produto 84771,20.14,73
84772,Produto 84772,146.4,10
84773,Produto 84773,435.05,11
84774,Produto 84774,291.86,63
84775,Produto 84775,593.55,61
84776,Produto 84776,484.9,27
84777,Produto 84777,177.61,68
84778,Produto 84778,599.83,20
84779,Produto 84779,566.83,25
84780,Produto 84780,477.87,42
84781,Produto 84781,146.83,32
84782,Produto 84782,809.5,22
84783,Produto 84783,45.8,63
84784,Produto 84784,864.53,21
84785,Produto 84785,28.27,98
84786,Produto 84786,455.9,11
84787,Produto 84787,307.76,8
84788,Produto 84788,594.81,76
84789,Produto 84789,17.31,45
84790,Produto 84790,887.39,99
84791,Produto 84791,687.58,84
84792,Produto 84792,535.84,83
84793,Produto 84793,685.85,97
84794,Produto 84794,144.28,30
84795,Produto 84795,791.1,35
84796,Produto 84796,776.8,93
84797,Produto 84797,676.21,88
84798,Produto 84798,757.31,45
84799,Produto 84799,53.17,45
84800,Produto 84800,667.85,87
84801,Produto 84801,179.21,89
84802,Produto 84802,800.39,56
84803,Produto 84803,613.21,99
84804,Produto 84804,924.98,61
84805,Produto 84805,9.39,3
84806,Produto 84806,836.3,1
84807,Produto 84807,396.68,16
84808,Produto 84808,848.2,38
84809,Produto 84809,107.87,48
84810,Produto 84810,638.34,9
84811,Produto 84811,918.54,24
84812,Produto 84812,915.03,69
84813,Produto 84813,580.91,11
84814,Produto 84814,608.06,11
84815,Produto 84815,801.21,62
84816,Produto 84816,578.83,52
84817,Produto 84817,998.01,26
84818,Produto 84818,624.0,63
84819,Produto 84819,695.51,3
84820,Produto 84820,793.74,86
84821,Produto 84821,297.68,15
84822,Produto 84822,80.56,43
84823,Produto 84823,216.22,95
84824,Produto 84824,101.42,36
84825,Produto 84825,900.05,58
84826,Produto 84826,985.06,90
84827,Produto 84827,572.42,76
84828,Produto 84828,545.55,65
84829,Produto 84829,183.13,61
84830,Produto 84830,650.9,97
84831,Produto 84831,874.61,9
84832,Produto 84832,463.21,14
84833,Produto 84833,512.52,67
84834,Produto 84834,125.3,20
84835,Produto 84835,253.63,17
84836,Produto 84836,357.81,31
84837,Produto 84837,734.61,63
84838,Produto 84838,832.52,42
84839,Produto 84839,667.53,82
84840,Produto 84840,117.77,50
84841,Produto 84841,734.51,43
84842,Produto 84842,432.98,36
84843,Produto 84843,463.79,11
84844,Produto 84844,169.44,32
84845,Produto 84845,908.37,46
84846,Produto 84846,779.99,42
84847,Produto 84847,593.57,48
84848,Produto 84848,728.57,40
84849,Produto 84849,965.9,8
84850,Produto 84850,914.9,95
84851,Produto 84851,621.5,66
84852,Produto 84852,318.22,77
84853,Produto 84853,84.12,35
84854,Produto 84854,917.03,33
84855,Produto 84855,849.09,13
84856,Produto 84856,137.24,9
84857,Produto 84857,13.65,100
84858,Produto 84858,246.92,8
84859,Produto 84859,6.86,62
84860,Produto 84860,568.29,67
84861,Produto 84861,627.86,77
84862,Produto 84862,616.92,50
84863,Produto 84863,914.84,15
84864,Produto 84864,405.24,63
84865,Produto 84865,224.09,60
84866,Produto 84866,453.95,16
84867,Produto 84867,165.62,17
84868,Produto 84868,117.06,36
84869,Produto 84869,367.22,32
84870,Produto 84870,81.78,47
84871,Produto 84871,714.22,76
84872,Produto 84872,754.67,78
84873,Produto 84873,613.4,69
84874,Produto 84874,397.0,72
84875,Produto 84875,170.39,70
84876,Produto 84876,316.85,80
84877,Produto 84877,3.85,28
84878,Produto 84878,61.27,56
84879,Produto 84879,253.78,26
84880,Produto 84880,51.76,67
84881,Produto 84881,74.43,50
84882,Produto 84882,68.81,1
84883,Produto 84883,996.6,68
84884,Produto 84884,662.23,63
84885,Produto 84885,976.72,83
84886,Produto 84886,871.68,46
84887,Produto 84887,428.35,49
84888,Produto 84888,254.51,87
84889,Produto 84889,202.32,90
84890,Produto 84890,130.41,34
84891,Produto 84891,51.52,16
84892,Produto 84892,460.68,64
84893,Produto 84893,664.37,53
84894,Produto 84894,53.94,19
84895,Produto 84895,385.59,32
84896,Produto 84896,807.45,88
84897,Produto 84897,213.53,100
84898,Produto 84898,642.6,10
84899,Produto 84899,33.19,100
84900,Produto 84900,906.46,82
84901,Produto 84901,686.62,11
84902,Produto 84902,542.38,66
84903,Produto 84903,497.27,22
84904,Produto 84904,32.32,51
84905,Produto 84905,483.66,76
84906,Produto 84906,918.25,31
84907,Produto 84907,231.08,27
84908,Produto 84908,967.38,40
84909,Produto 84909,1.27,96
84910,Produto 84910,422.94,99
84911,Produto 84911,858.65,94
84912,Produto 84912,658.94,69
84913,Produto 84913,608.42,63
84914,Produto 84914,435.53,63
84915,Produto 84915,651.37,41
84916,Produto 84916,610.04,26
84917,Produto 84917,496.34,23
84918,Produto 84918,120.74,42
84919,Produto 84919,672.92,13
84920,Produto 84920,469.65,100
84921,Produto 84921,52.09,47
84922,Produto 84922,636.32,42
84923,Produto 84923,151.71,42
84924,Produto 84924,532.77,9
84925,Produto 84925,172.91,6
84926,Produto 84926,131.04,38
84927,Produto 84927,900.16,2
84928,Produto 84928,334.75,63
84929,Produto 84929,601.84,34
84930,Produto 84930,284.07,93
84931,Produto 84931,207.32,82
84932,Produto 84932,13.84,80
84933,Produto 84933,285.31,44
84934,Produto 84934,850.2,36
84935,Produto 84935,362.2,96
84936,Produto 84936,832.67,21
84937,Produto 84937,62.79,6
84938,Produto 84938,821.18,97
84939,Produto 84939,504.31,14
84940,Produto 84940,151.86,42
84941,Produto 84941,136.01,83
84942,Produto 84942,354.25,85
84943,Produto 84943,698.32,36
84944,Produto 84944,841.54,23
84945,Produto 84945,142.49,10
84946,Produto 84946,927.27,63
84947,Produto 84947,289.19,60
84948,Produto 84948,454.85,90
84949,Produto 84949,151.13,37
84950,Produto 84950,692.31,10
84951,Produto 84951,232.88,23
84952,Produto 84952,103.91,56
84953,Produto 84953,580.02,12
84954,Produto 84954,493.13,97
84955,Produto 84955,501.61,71
84956,Produto 84956,620.69,49
84957,Produto 84957,253.18,55
84958,Produto 84958,869.62,67
84959,Produto 84959,234.55,85
84960,Produto 84960,625.48,33
84961,Produto 84961,269.53,57
84962,Produto 84962,446.88,53
84963,Produto 84963,71.12,8
84964,Produto 84964,413.19,99
84965,Produto 84965,817.9,17
84966,Produto 84966,380.46,17
84967,Produto 84967,964.98,19
84968,Produto 84968,852.79,62
84969,Produto 84969,298.28,45
84970,Produto 84970,322.27,4
84971,Produto 84971,984.82,91
84972,Produto 84972,191.85,99
84973,Produto 84973,782.61,19
84974,Produto 84974,831.45,27
84975,Produto 84975,384.83,69
84976,Produto 84976,119.27,39
84977,Produto 84977,524.73,45
84978,Produto 84978,877.76,98
84979,Produto 84979,229.58,87
84980,Produto 84980,351.15,6
84981,Produto 84981,825.02,9
84982,Produto 84982,484.37,54
84983,Produto 84983,385.0,72
84984,Produto 84984,600.11,39
84985,Produto 84985,202.74,31
84986,Produto 84986,888.59,97
84987,Produto 84987,346.17,39
84988,Produto 84988,417.6,23
84989,Produto 84989,296.49,62
84990,Produto 84990,408.44,21
84991,Produto 84991,202.72,99
84992,Produto 84992,283.7,58
84993,Produto 84993,806.35,92
84994,Produto 84994,685.81,59
84995,Produto 84995,330.81,84
84996,Produto 84996,565.81,49
84997,Produto 84997,494.26,54
84998,Produto 84998,419.57,12
84999,Produto 84999,722.92,93
85000,Produto 85000,401.83,52
85001,Produto 85001,833.58,99
85002,Produto 85002,94.91,31
85003,Produto 85003,589.74,61
85004,Produto 85004,600.94,12
85005,Produto 85005,971.36,57
85006,Produto 85006,834.92,46
85007,Produto 85007,537.32,27
85008,Produto 85008,686.39,61
85009,Produto 85009,521.16,6
85010,Produto 85010,978.4,100
85011,Produto 85011,512.81,2
85012,Produto 85012,987.47,51
85013,Produto 85013,7.68,13
85014,Produto 85014,156.38,67
85015,Produto 85015,805.76,83
85016,Produto 85016,578.31,19
85017,Produto 85017,328.41,86
85018,Produto 85018,744.97,61
85019,Produto 85019,37.98,31
85020,Produto 85020,446.34,22
85021,Produto 85021,369.35,86
85022,Produto 85022,62.56,53
85023,Produto 85023,754.32,54
85024,Produto 85024,434.97,20
85025,Produto 85025,760.25,77
85026,Produto 85026,710.77,24
85027,Produto 85027,552.32,27
85028,Produto 85028,636.39,74
85029,Produto 85029,374.53,11
85030,Produto 85030,489.6,87
85031,Produto 85031,250.14,60
85032,Produto 85032,708.15,44
85033,Produto 85033,585.24,3
85034,Produto 85034,186.63,39
85035,Produto 85035,837.4,15
85036,Produto 85036,686.84,39
85037,Produto 85037,814.29,9
85038,Produto 85038,493.11,30
85039,Produto 85039,883.2,63
85040,Produto 85040,359.87,66
85041,Produto 85041,803.38,77
85042,Produto 85042,525.75,94
85043,Produto 85043,78.8,91
85044,Produto 85044,411.07,10
85045,Produto 85045,832.2,63
85046,Produto 85046,499.54,63
85047,Produto 85047,216.94,79
85048,Produto 85048,133.48,22
85049,Produto 85049,460.53,31
85050,Produto 85050,438.94,96
85051,Produto 85051,927.39,9
85052,Produto 85052,298.42,38
85053,Produto 85053,340.65,51
85054,Produto 85054,601.06,19
85055,Produto 85055,434.67,86
85056,Produto 85056,657.62,35
85057,Produto 85057,506.62,40
85058,Produto 85058,459.19,18
85059,Produto 85059,286.72,72
85060,Produto 85060,554.97,30
85061,Produto 85061,697.15,58
85062,Produto 85062,609.54,41
85063,Produto 85063,340.75,59
85064,Produto 85064,175.79,47
85065,Produto 85065,308.32,71
85066,Produto 85066,619.38,86
85067,Produto 85067,417.11,25
85068,Produto 85068,584.44,66
85069,Produto 85069,919.39,49
85070,Produto 85070,774.81,45
85071,Produto 85071,678.23,75
85072,Produto 85072,309.54,51
85073,Produto 85073,407.56,16
85074,Produto 85074,887.45,28
85075,Produto 85075,711.77,61
85076,Produto 85076,232.6,93
85077,Produto 85077,84.41,90
85078,Produto 85078,943.66,85
85079,Produto 85079,766.5,22
85080,Produto 85080,232.0,71
85081,Produto 85081,926.27,95
85082,Produto 85082,706.44,10
85083,Produto 85083,62.52,27
85084,Produto 85084,745.13,70
85085,Produto 85085,739.74,97
85086,Produto 85086,846.0,44
85087,Produto 85087,592.81,61
85088,Produto 85088,714.94,34
85089,Produto 85089,178.43,91
85090,Produto 85090,525.17,26
85091,Produto 85091,767.2,62
85092,Produto 85092,62.43,42
85093,Produto 85093,295.37,34
85094,Produto 85094,853.59,71
85095,Produto 85095,168.86,29
85096,Produto 85096,688.17,29
85097,Produto 85097,840.85,80
85098,Produto 85098,165.21,91
85099,Produto 85099,282.05,54
85100,Produto 85100,515.73,87
85101,Produto 85101,372.75,98
85102,Produto 85102,353.35,85
85103,Produto 85103,878.19,18
85104,Produto 85104,881.9,96
85105,Produto 85105,360.58,37
85106,Produto 85106,921.6,86
85107,Produto 85107,261.25,19
85108,Produto 85108,717.43,9
85109,Produto 85109,605.77,83
85110,Produto 85110,66.83,34
85111,Produto 85111,273.78,30
85112,Produto 85112,233.28,66
85113,Produto 85113,111.67,21
85114,Produto 85114,414.17,60
85115,Produto 85115,426.15,22
85116,Produto 85116,368.96,20
85117,Produto 85117,722.5,50
85118,Produto 85118,309.48,70
85119,Produto 85119,151.93,92
85120,Produto 85120,237.51,94
85121,Produto 85121,37.61,10
85122,Produto 85122,934.23,68
85123,Produto 85123,658.44,10
85124,Produto 85124,664.83,69
85125,Produto 85125,379.4,86
85126,Produto 85126,166.72,72
85127,Produto 85127,622.59,27
85128,Produto 85128,720.3,33
85129,Produto 85129,219.19,77
85130,Produto 85130,731.05,1
85131,Produto 85131,635.5,73
85132,Produto 85132,600.59,100
85133,Produto 85133,881.45,100
85134,Produto 85134,101.53,21
85135,Produto 85135,70.64,26
85136,Produto 85136,964.25,39
85137,Produto 85137,83.6,53
85138,Produto 85138,621.71,16
85139,Produto 85139,111.64,92
85140,Produto 85140,175.87,29
85141,Produto 85141,644.43,54
85142,Produto 85142,631.19,93
85143,Produto 85143,312.65,5
85144,Produto 85144,303.31,98
85145,Produto 85145,938.13,56
85146,Produto 85146,711.72,88
85147,Produto 85147,462.32,29
85148,Produto 85148,980.76,32
85149,Produto 85149,299.03,72
85150,Produto 85150,375.13,79
85151,Produto 85151,874.96,24
85152,Produto 85152,261.99,76
85153,Produto 85153,420.81,70
85154,Produto 85154,630.68,22
85155,Produto 85155,671.81,89
85156,Produto 85156,134.27,77
85157,Produto 85157,254.81,5
85158,Produto 85158,160.54,68
85159,Produto 85159,159.66,77
85160,Produto 85160,243.76,44
85161,Produto 85161,402.44,92
85162,Produto 85162,34.61,98
85163,Produto 85163,125.82,54
85164,Produto 85164,627.57,3
85165,Produto 85165,699.3,39
85166,Produto 85166,197.84,41
85167,Produto 85167,352.91,95
85168,Produto 85168,208.39,73
85169,Produto 85169,895.23,56
85170,Produto 85170,564.86,16
85171,Produto 85171,596.43,80
85172,Produto 85172,632.62,59
85173,Produto 85173,508.51,96
85174,Produto 85174,134.55,12
85175,Produto 85175,246.51,85
85176,Produto 85176,256.92,30
85177,Produto 85177,122.08,65
85178,Produto 85178,874.71,82
85179,Produto 85179,633.12,38
85180,Produto 85180,607.53,44
85181,Produto 85181,132.13,74
85182,Produto 85182,886.02,16
85183,Produto 85183,593.27,12
85184,Produto 85184,719.45,64
85185,Produto 85185,588.93,65
85186,Produto 85186,783.94,82
85187,Produto 85187,323.59,40
85188,Produto 85188,939.35,95
85189,Produto 85189,11.63,34
85190,Produto 85190,340.68,3
85191,Produto 85191,687.3,62
85192,Produto 85192,962.96,48
85193,Produto 85193,601.85,83
85194,Produto 85194,262.76,83
85195,Produto 85195,959.3,33
85196,Produto 85196,506.53,84
85197,Produto 85197,972.12,17
85198,Produto 85198,478.57,74
85199,Produto 85199,574.31,57
85200,Produto 85200,332.12,65
85201,Produto 85201,800.41,17
85202,Produto 85202,204.06,61
85203,Produto 85203,183.66,25
85204,Produto 85204,626.83,38
85205,Produto 85205,79.17,8
85206,Produto 85206,103.98,39
85207,Produto 85207,852.91,96
85208,Produto 85208,748.82,55
85209,Produto 85209,690.73,14
85210,Produto 85210,695.47,85
85211,Produto 85211,722.94,80
85212,Produto 85212,949.5,34
85213,Produto 85213,321.27,45
85214,Produto 85214,594.05,93
85215,Produto 85215,938.58,13
85216,Produto 85216,535.98,70
85217,Produto 85217,388.99,38
85218,Produto 85218,614.44,58
85219,Produto 85219,826.47,64
85220,Produto 85220,688.95,14
85221,Produto 85221,432.38,67
85222,Produto 85222,341.65,87
85223,Produto 85223,75.13,77
85224,Produto 85224,417.23,78
85225,Produto 85225,830.81,20
85226,Produto 85226,634.01,87
85227,Produto 85227,532.02,54
85228,Produto 85228,470.33,57
85229,Produto 85229,100.34,36
85230,Produto 85230,91.09,97
85231,Produto 85231,379.04,44
85232,Produto 85232,618.38,22
85233,Produto 85233,567.48,47
85234,Produto 85234,818.01,23
